province,id_met,city,lat,lon,alt_sensor,alt_site
江苏,58049,滨海,34.01,119.48,4.4,4.1
江苏,58130,睢宁,33.56,117.57,24.5,23.8
江苏,58131,宿豫,33.58,118.13,26.0,25.0
江苏,58132,泗阳,33.43,118.41,19.1,14.5
江苏,58135,泗洪,33.29,118.13,19.5,16.9
江苏,58138,盱眙,32.59,118.31,42.8,40.8
江苏,58139,洪泽,33.18,118.55,12,10.6
江苏,58140,涟水,33.46,119.18,13.4,9.1
江苏,58141,淮安,33.38,118.56,13.7,12.5
江苏,58143,阜宁,33.48,119.51,6.1,4.8
江苏,58145,楚州,33.30,119.09,8.4,7.4
江苏,58146,建湖,33.28,119.46,11.8,3.0
江苏,58147,金湖,32.59,118.58,28.6,24.2
江苏,58148,宝应,33.14,119.18,11.5,4.3
江苏,58150,射阳,33.45,120.18,3.0,1.8
江苏,58154,盐城,33.26,120.12,6.8,2.5
江苏,58158,大丰,33.12,120.29,7.1,3.1
江苏,58235,六合,32.22,118.51,12.3,10.4
江苏,58237,浦口,32.04,118.35,44.8,46.6
江苏,58238,南京,31.56,118.54,36.4,35.2
江苏,58241,高邮,32.48,119.27,9.6,5.4
江苏,58242,仪征,32.18,119.10,23.5,22.5
江苏,58243,兴化,32.57,119.49,4.5,3
江苏,58244,江都,32.27,119.35,14.4,5.2
江苏,58245,扬州,32.25,119.25,14.7,9.9
江苏,58246,泰州,32.33,120.00,3.4,2.6
江苏,58247,扬中,32.16,119.48,6.3,5.4
江苏,58249,泰兴,32.10,120.00,8.5,4.4
江苏,58250,姜堰,32.31,120.09,10.5,6.2
江苏,58251,东台,32.51,120.17,4.1,3.3
江苏,58252,丹徒,32.11,119.28,32.3,27.3
江苏,58254,海安,32.31,120.27,10.2,5.4
江苏,58255,如皋,32.22,120.34,7.1,6.4
江苏,58257,靖江,31.59,120.15,12.6,4.3
江苏,58259,南通,32.05,120.59,4.6,4.8
江苏,58264,如东,32.20,121.11,11.1,3.4
江苏,58265,吕泗,32.04,121.36,6.5,3.6
江苏,58268,通州,32.06,121.05,9.8,4.4
江苏,58269,启东,31.47,121.39,12.5,3.3
江苏,58339,高淳,31.20,118.54,20.9,15.2
江苏,58340,溧水,31.39,119.02,27.0,25.5
江苏,58341,丹阳,31.59,119.36,10.2,6.6
江苏,58342,金坛,31.43,119.33,7.7,6.9
江苏,58344,句容,31.58,119.12,35.0,36.0
江苏,58345,溧阳,31.26,119.29,8.1,5.9
江苏,58346,宜兴,31.20,119.49,15.8,16.4
江苏,58349,苏州,31.25,120.34,8.9,8.0
江苏,58351,江阴,31.54,120.18,12.2,4.2
江苏,58352,常熟,31.39,120.46,13.5,4.5
江苏,58353,张家港,31.52,120.34,10.9,8.7
江苏,58354,无锡,31.37,120.21,4.1,3.2
江苏,58356,昆山,31.24,121.00,7.5,3.2
江苏,58358,东山,31.04,120.26,21.0,16.7
江苏,58359,吴江,31.08,120.37,8.5,4.7
江苏,58360,海门,31.55,121.12,6.5,3.3
江苏,58377,太仓,31.31,121.06,6.7,5.7
江西,57598,修水,29.02,114.35,144.4,146.8
江西,57694,铜鼓,28.32,114.23,261.0,259.8
江西,57696,宜丰,28.24,114.47,92.9,91.7
江西,57698,万载,28.07,114.27,99.7,98.4
江西,57699,上高,28.14,114.55,67.8,66.6
江西,57786, 萍乡,27.38,113.51,118.7,117.5
江西,57789, 莲花,27.08,113.57,195.7,194.5
江西,57792, 分宜,27.49,114.41,94.9,93.7
江西,57793,宜春,27.48,114.23,132.3,131.3
江西,57796,新余,27.50,114.53,190.3,189.3
江西,57798, 安福,27.24,114.36,87.1,85.9
江西,57799, 吉安县,27.03,114.55,73.7,71.2
江西,57883,夏坪,26.45,114.17,257.1,253.0
江西,57891, 永新,26.56,114.15,154.0,153.0
江西,57894,井冈山,26.35,114.10,848.4,843.0
江西,57895, 万安,26.28,114.47,102.8,101.6
江西,57896,遂川,26.20,114.30,127.3,126.1
江西,57899, 泰和,26.48,114.55,72.6,71.4
江西,57990, 崇义,25.42,114.18,248.1,246.9
江西,57991, 上犹,25.48,114.33,141.9,140.2
江西,57992, 南康,25.40,114.45,128.2,127.0
江西,57993,赣县,25.52,115.00,138.7,137.5
江西,57994, 大余,25.24,114.21,216.8,215.6
江西,57995, 信丰,25.24,114.56,165.4,164.2
江西,58502,九江,29.44,116.00,37.1,36.1
江西,58503, 瑞昌,29.42,115.40,42.4,41.2
江西,58506,庐山,29.35,115.59,1165.4,1164.5
江西,58507, 武宁,29.15,115.07,117.1,116.0
江西,58508, 德安,29.20,115.46,42.5,41.3
江西,58509, 永修,29.03,115.49,37.8,36.6
江西,58510, 湖口,29.44,116.14,41.3,40.1
江西,58512, 彭泽,29.54,116.33,72.5,71.3
江西,58514, 星子,29.27,116.03,38.3,37.1
江西,58517, 都昌,29.16,116.12,36.7,35.5
江西,58519,波阳,29.00,116.41,45.3,40.1
江西,58527,景德镇,29.18,117.12,62.9,61.5
江西,58529, 婺源,29.16,117.51,82.1,80.9
江西,58600, 靖安,28.52,115.22,80.1,78.9
江西,58601, 奉新,28.42,115.23,54.9,53.7
江西,58602, 安义,28.51,115.33,39.8,38.8
江西,58605, 高安,28.25,115.23,48.3,46.8
江西,58606,南昌,28.36,115.55,47.9,46.9
江西,58607, 南昌县,28.33,115.57,32.9,31.9
江西,58608,樟树,28.04,115.33,35.4,30.4
江西,58609, 丰城,28.13,115.49,28.2,27.0
江西,58612, 余干,28.42,116.41,22.3,21.1
江西,58614, 进贤,28.23,116.16,35.5,34.2
江西,58615, 万年,28.41,117.05,57.2,56.0
江西,58616, 余江,28.12,116.49,41.9,40.9
江西,58618,东乡,28.16,116.36,83.6,82.4
江西,58619,临川,28.00,116.22,50.2,49.3
江西,58620, 乐平,29.01,117.06,52.4,51.2
江西,58622, 德兴,28.57,117.35,89.7,88.5
江西,58623, 上饶县,28.28,117.55,91.6,90.6
江西,58624, 弋阳,28.24,117.26,71.0,70.0
江西,58625, 横峰,28.25,117.36,80.2,79.0
江西,58626,贵溪,28.19,117.15,57.6,60.8
江西,58627, 鹰潭,28.15,117.02,57.0,55.8
江西,58629,铅山,28.17,117.42,101.4,100.2
江西,58634,玉山,28.41,118.15,117.5,116.3
江西,58635, 广丰,28.26,118.12,96.3,95.3
江西,58637, 上饶,28.27,117.59,119.2,118.2
江西,58693, 新建,28.42,115.50,41.2,40.0
江西,58701, 新干,27.46,115.24,47.7,46.5
江西,58704, 峡江,27.37,115.21,54.0,52.8
江西,58705, 永丰,27.20,115.25,86.9,85.7
江西,58706, 乐安,27.26,115.50,183.0,181.8
江西,58707, 吉水,27.13,115.08,67.4,66.2
江西,58710, 崇仁,27.46,116.03,79.8,78.6
江西,58712, 金溪,27.55,116.47,131.0,130.2
江西,58713, 资溪,27.43,117.04,225.8,225.1
江西,58714, 宜黄,27.33,116.14,121.6,120.4
江西,58715,南城,27.35,116.39,82.0,80.8
江西,58718, 南丰,27.13,116.32,112.5,111.5
江西,58719, 黎川,27.18,116.56,132.1,131.1
江西,58804, 兴国,26.21,115.21,152.2,151.0
江西,58806, 宁都,26.29,116.01,210.3,209.1
江西,58813,广昌,26.51,116.20,141.5,143.8
江西,58814, 石城,26.21,116.21,248.6,247.4
江西,58903, 瑞金,25.54,116.02,209.2,208.0
江西,58905, 于都,25.58,115.25,134.4,133.2
江西,58906, 会昌,25.36,115.48,168.4,167.4
江西,58907, 安远,25.09,115.24,306.2,305.0
江西,59091,全南,24.45,114.31,278.2,277.1
江西,59092, 龙南,24.55,114.49,207.5,206.3
江西,59093, 定南,24.47,115.02,254.2,253.0
江西,59102,寻乌,24.57,115.39,302.6,303.9
江西,58524,浮梁,29.22,117.13,87.3,87.4
江西,57794,芦溪,27.38,114.01,173.2,177.2
江西,57783,上栗,27.53,113.49,117.0,119.5
江西,58505,九江县,29.37,115.54,57.0,63.1
辽宁,54236,彰武,42.23,122.33,85.0,79.4
辽宁,54243,昌图,42.47,124.07,165.8,165.1
辽宁,54244,康平,42.45,123.20,120.1,118.6
辽宁,54245,法库,42.30,123.24,99.3,97.8
辽宁,54248,沈北新区,42.02,123.32,67.8,61.6
辽宁,54249,铁岭,42.18,123.52,79.4,85.4
辽宁,54252,西丰,42.44,124.45,198.7,196.1
辽宁,54254,开原,42.32,124.03,102.9,98.2
辽宁,54259,清原,42.04,124.52,230.0,224.0
辽宁,54321,建平镇,41.52,119.38,661.6,661.8
辽宁,54323,北票,41.49,120.47,253.5,253.8
辽宁,54324,朝阳,41.33,120.26,175.3,174.3
辽宁,54325,羊山,41.11,120.21,183.1,183.8
辽宁,54326,建平县,41.25,119.37,470.1,462.2
辽宁,54327,凌源,41.14,119.21,421.5,417.1
辽宁,54328,喀左,41.05,119.43,300.6,296.8
辽宁,54332,辽中,41.31,122.43,13.9,12.2
辽宁,54333,新民,41.58,122.51,32.1,30.9
辽宁,54336,台安,41.25,122.25,13.1,8.3
辽宁,54338,盘山,41.17,121.57,4.1,3.2
辽宁,54339,鞍山,41.05,123.00,78.5,77.3
辽宁,54340,苏家屯,41.40,123.19,47.6,35.8
辽宁,54342,沈阳,41.44,123.31,49.5,49.0
辽宁,54345,辽阳县,41.12,123.04,29.6,30.7
辽宁,54346,本溪,41.19,123.47,186.1,185.4
辽宁,54347,辽阳,41.14,123.10,25.7,24.8
辽宁,54348,灯塔,41.25,123.20,36.5,36.8
辽宁,54351,抚顺,41.55,124.05,116.5,118.5
辽宁,54353,新宾,41.44,125.03,331.7,328.4
辽宁,54452,建昌,40.48,119.49,367.8,365.5
辽宁,54453,连山区,40.47,120.53,43.0,38.5
辽宁,54454,绥中,40.20,120.18,29.0,29.0
辽宁,54455,兴城,40.37,120.39,21.5,20.5
辽宁,54470,大洼,41.01,122.04,6.1,5.5
辽宁,54471,营口,40.39,122.10,4.6,3.8
辽宁,54474,盖州,40.25,122.21,27.6,24.8
辽宁,54475,大石桥,40.37,122.29,15.3,11.5
辽宁,54476,熊岳,40.10,122.09,37.9,20.4
辽宁,54483,草河口,40.53,123.54,239.8,233.6
辽宁,54486,岫岩,40.17,123.17,81.3,79.8
辽宁,54493,宽甸,40.43,124.47,261.1,260.1
辽宁,54494,凤城,40.28,124.04,74.4,72.6
辽宁,54497,丹东,40.03,124.20,13.1,13.8
辽宁,54563,瓦房店,39.38,122.01,119.0,118.7
辽宁,54568,金州,39.04,121.45,94.2,90.8
辽宁,54569,普兰店,39.25,121.57,12.7,11.7
辽宁,54575,皮口,39.25,122.22,43.1,43.2
辽宁,54579,长海,39.16,122.35,33.6,35.5
辽宁,54584,庄河,39.43,122.57,35.9,34.8
辽宁,54590,东港,39.53,124.10,5.3,4.2
辽宁,54662,大连,38.54,121.38,92.5,91.5
辽宁,54565,长兴岛,39.36,121.28,72.0,70.6
内蒙古,50425,额尔古纳市,50.15,120.11,582.3,581.4
内蒙古,50431,根河市,50.47,121.31,718.2,717.0
内蒙古,50434,图里河,50.29,121.41,733.7,732.6
内蒙古,50445,鄂伦春自治旗,50.35,123.44,424.7,423.7
内蒙古,50514,满洲里,49.35,117.19,662.7,661.8
内蒙古,50524,陈巴尔虎旗,49.19,119.26,578.5,576.6
内蒙古,50525,鄂温克族自治旗,49.09,119.45,621.6,620.8
内蒙古,50526,牙克石市,49.17,120.42,670.0,668.8
内蒙古,50527,海拉尔,49.15,119.42,650.4,649.6
内蒙古,50548,小二沟,49.12,123.43,287.2,286.1
内蒙古,50603,新巴尔虎右旗,48.40,116.49,556.0,554.2
内蒙古,50618,新巴尔虎左旗,48.13,118.16,644.6,642.0
内蒙古,50639,扎兰屯,48.00,122.44,308.5,306.5
内蒙古,50645,莫力达瓦达斡尔族自治旗,48.29,124.29,196.5,195.0
内蒙古,50647,阿荣旗,48.08,123.29,237.2,236.2
内蒙古,50727,阿尔山,47.10,119.56,997.7,997.2
内蒙古,50834,索伦,46.36,121.13,501.0,499.7
内蒙古,50913,乌拉盖,45.43,118.50,866.1,865.0
内蒙古,50915,东乌珠穆沁,45.31,116.58,838.9,838.7
内蒙古,50924,霍林郭勒,45.32,119.40,824.7,823.7
内蒙古,50928,巴雅尔吐胡硕,45.04,120.20,629.1,628.3
内蒙古,50934,突泉,45.23,121.35,312.7,311.7
内蒙古,50937,尔沁右翼中,45.04,121.29,283.1,282.1
内蒙古,53068,二连浩特,43.38,111.56,964.1,963.1
内蒙古,53083,那仁宝力格,44.37,114.09,1182.9,1181.6
内蒙古,53149,满都拉气象站,42.32,110.08,1226.7,1225.2
内蒙古,53192,阿巴嘎旗,44.01,114.57,1127.3,1126.1
内蒙古,53231,海力素,41.24,106.24,1510.6,1509.6
内蒙古,53289,镶黄旗,42.14,113.50,1322.8,1322.1
内蒙古,53336,乌拉特中旗,41.34,108.31,1289.2,1288.0
内蒙古,53337,五原,41.06,108.16,1025.4,1023.7
内蒙古,53348,大佘太,41.01,109.08,1080.5,1078.7
内蒙古,53352,达茂旗气象局,41.42,110.26,1376.2,1376.6
内蒙古,53357,固阳县气象局,41.02,110.03,1362.1,1360.4
内蒙古,53362,四子王,41.32,111.41,1491.4,1490.1
内蒙古,53367,希拉穆仁,41.19,111.14,1603.7,1602.3
内蒙古,53368,武川县,41.05,111.28,1640.2,1637.3
内蒙古,53378,察右中旗,41.17,112.37,1737.9,1737.3
内蒙古,53384,察右后旗,41.27,113.11,1424.9,1423.5
内蒙古,53385,商都,41.36,113.32,1420.9,1420.0
内蒙古,53391,化德,41.54,114.00,1484.6,1482.7
内蒙古,53419,磴口,40.20,107.00,1060.4,1055.3
内蒙古,53420,杭锦后旗,40.51,107.07,1024.9,1024.0
内蒙古,53433,乌拉特前旗,40.44,108.39,1022.0,1020.4
内蒙古,53446,包头市,40.32,109.53,1005.9,1004.7
内蒙古,53455,土右旗气象局,40.33,110.32,1000.9,998.6
内蒙古,53457,达拉特旗,40.24,110.02,1012.2,1011.0
内蒙古,53463,呼和浩特,40.51,111.34,1154.4,1153.5
内蒙古,53464,土默特左旗,40.43,111.10,1047.5,1042.7
内蒙古,53466,呼和浩特郊区站,40.45,111.42,1046.6,1045.4
内蒙古,53467,托克托县,40.16,111.11,1017.5,1016.0
内蒙古,53469,和林格尔县,40.24,111.49,1164.0,1166.7
内蒙古,53472,卓资,40.52,112.34,1453.2,1451.7
内蒙古,53475,凉城,40.31,112.28,1272.2,1268.9
内蒙古,53480,集宁,41.02,113.04,1421.5,1419.3
内蒙古,53481,察右前旗,40.48,113.13,1317.1,1316.8
内蒙古,53483,兴和,40.52,113.50,1269.9,1268.7
内蒙古,53484,丰镇,40.27,113.09,1192.9,1191.5
内蒙古,53512,乌海,39.48,106.48,1105.8,1105.6
内蒙古,53513,临河,40.44,107.22,1042.3,1041.1
内蒙古,53522,伊克乌素,40.03,107.50,1181.4,1180.3
内蒙古,53529,鄂托克旗,39.05,107.58,1381.7,1381.4
内蒙古,53533,杭锦旗,39.49,108.43,1414.4,1414.0
内蒙古,53543,东胜,39.50,109.59,1462.8,1461.9
内蒙古,53545,伊金霍洛旗,39.34,109.43,1367.3,1367
内蒙古,53553,准格尔旗,39.52,111.13,1222.9,1221.4
内蒙古,53562,清水河县,39.55,111.40,1192.2,1187.4
内蒙古,53644,乌审旗,38.36,108.50,1309.3,1307.2
内蒙古,53730,鄂托克前旗,38.11,107.29,1335.0,1333.3
内蒙古,53732,河南,37.51,108.43,1211.5,1209.9
内蒙古,54012,西乌珠穆沁,44.35,117.36,1002.6,1001.7
内蒙古,54024,富河,44.27,119.18,710.0,710.0
内蒙古,54026,扎鲁特,44.34,120.54,265.8,265.0
内蒙古,54027,巴林左旗,43.59,119.24,487.2,486.2
内蒙古,54031,高力板,44.54,121.49,201.1,198.3
内蒙古,54039,舍伯吐,44.02,122.01,182.7,181.6
内蒙古,54047,科左中旗,44.08,123.17,146.9,145.8
内蒙古,54102,锡林浩特,43.57,116.07,1003.8,1003.0
内蒙古,54113,巴林右旗,43.32,118.39,622.5,621.4
内蒙古,54115,林西县,43.38,118.02,825.4,825.0
内蒙古,54117,克什克腾旗,43.15,117.32,1004.4,1003.3
内蒙古,54122,阿鲁科尔沁旗,43.53,120.03,376.0,374.9
内蒙古,54132,青龙山,42.24,121.04,400.6,400.0
内蒙古,54134,开鲁,43.36,121.17,242.3,241.0
内蒙古,54135,通辽,43.36,122.16,180.1,178.7
内蒙古,54204,正镶白旗,42.18,115.00,1347.8,1346.3
内蒙古,54205,正蓝旗,42.14,116.00,1316.6,1315.5
内蒙古,54208,多伦县,42.11,116.28,1247.0,1245.4
内蒙古,54213,翁牛特旗,42.56,119.01,635.7,634.3
内蒙古,54214,岗子,42.35,118.25,961.3,960.0
内蒙古,54218,赤峰,42.18,118.50,669.0,668.6
内蒙古,54223,奈曼,42.51,120.39,364.0,362.9
内蒙古,54225,敖汉旗,42.18,119.57,580.3,579.4
内蒙古,54226,宝国吐,42.20,120.42,402.0,400.5
内蒙古,54231,科左后旗,42.58,122.21,249.3,248.1
内蒙古,54234,库伦,42.44,121.45,298.9,297.8
内蒙古,54305,太仆寺旗,41.53,115.16,1470.0,1468.9
内蒙古,54313,喀喇沁旗,41.56,118.42,734.8,733.7
内蒙古,54316,八里罕,41.31,118.45,680.7,679.3
内蒙古,54320,宁城县,41.36,119.18,545.3,544.2
宁夏,53517,石炭井,39.16,106.20,1466.4,1464.5
宁夏,53518,石嘴山,39.02,106.21,1118.7,1117.7
宁夏,53519,惠农,39.13,106.46,1093.1,1092.5
宁夏,53603,沙湖,38.50,106.22,1096.0,1095.0
宁夏,53610,贺兰,38.34,106.21,1107.0,1106.2
宁夏,53611,平罗,38.53,106.33,1099.4,1098.7
宁夏,53612,吴忠,37.59,106.11,1132.2,1128.8
宁夏,53614,银川,38.28,106.12,1111.6,1110.9
宁夏,53615,陶乐,38.48,106.42,1102.9,1101.6
宁夏,53617,青铜峡,38.02,106.05,1119.2,1118.0
宁夏,53618,永宁,38.17,106.15,1115.5,1113.7
宁夏,53619,灵武,38.07,106.18,1117.3,1115.9
宁夏,53704,中卫,37.32,105.11,1226.6,1225.7
宁夏,53705,中宁,37.29,105.41,1184.4,1183.4
宁夏,53707,兴仁,36.56,105.15,1699.0,1697.9
宁夏,53723,盐池,37.48,107.23,1350.4,1349.3
宁夏,53727,麻黄山,37.10,107.07,1713.5,1712.5
宁夏,53806,海原,36.34,105.39,1854.8,1854.2
宁夏,53810,同心,36.58,105.54,1340.7,1339.3
宁夏,53817,固原,36.00,106.16,1754.2,1753.0
宁夏,53881,韦州,37.17,106.29,1382.9,1382.2
宁夏,53903,西吉,35.58,105.43,1917.9,1916.5
宁夏,53910,六盘山,35.40,106.12,2839.1,2841.2
宁夏,53914,隆德,35.37,106.07,2079.5,2078.6
宁夏,53916,泾源,35.30,106.19,1949.1,1948.6
青海,52602,冷湖,38.45,93.20,2770.8,2770.0
青海,52707,小灶火,36.48,93.41,2767.8,2767.0
青海,52818,格尔木,36.25,94.55,2808.4,2807.6
青海,52825,诺木洪,36.26,96.26,2791.2,2790.4
青海,52836,都兰,36.18,98.06,3189.8,3189.0
青海,52854,青海湖151,36.35,100.29,3201.6,3200.8
青海,52856,共和,36.16,100.37,2835.8,2835.0
青海,52863,互助,36.49,101.57,2480.8,2480.0
青海,52866,西宁,36.44,101.45,2296.0,2295.2
青海,52868,贵德,36.01,101.22,2273.8,2273.0
青海,52869,湟中,36.30,101.35,2668.3,2667.5
青海,52875,平安,36.30,102.06,2125.8,2125.0
青海,52876,民和,36.20,102.50,1814.7,1813.9
青海,52877,化隆,36.06,102.15,2835.5,2834.7
青海,52908,五道梁,35.13,93.05,4613.0,4612.2
青海,52941,沙珠玉,36.16,100.16,2872.8,2872.0
青海,52943,兴海,35.35,99.59,3324.0,3323.2
青海,52955,贵南,35.35,100.44,3120.8,3120.0
青海,52957,同德,35.15,100.36,3149.0,3148.2
青海,52963,尖扎,35.56,102.01,2086.5,2085.7
青海,52968,泽库,35.02,101.28,3663.6,3662.8
青海,52972,循化,35.51,102.27,1921.8,1921
青海,52974,同仁,35.31,102.01,2492.2,2491.4
青海,56004,沱沱河,34.13,92.26,4533.9,4533.1
青海,56016,治多,33.51,95.37,4179.9,4179.1
青海,56018,杂多,32.53,95.17,4067.2,4066.4
青海,56021,曲麻莱,34.07,95.48,4175.8,4175.0
青海,56029,玉树,33.00,96.58,3717.7,3716.9
青海,56033,玛多,34.55,98.13,4273.1,4272.3
青海,56034,清水河,33.48,97.08,4416.2,4415.4
青海,56043,玛沁,34.29,100.14,3719.8,3719.0
青海,56045,甘德,33.58,99.54,4050.8,4050.0
青海,56046,达日,33.45,99.39,3968.3,3967.5
青海,56065,河南,34.44,101.36,3500.8,3500.0
青海,56067,久治,33.26,101.29,3629.3,3628.5
青海,56125,囊谦,32.12,96.28,3644.5,3643.7
青海,56151,班玛,32.56,100.45,3530.8,3530.0
山东,54709,武城,37.13,116.04,26.9,25.7
山东,54712,临邑,37.12,116.49,19.7,18.5
山东,54714,德州,37.27,116.20,24.8,23.6
山东,54715,陵县,37.19,116.34,22.8,18.6
山东,54716,宁津,37.40,116.48,17.5,16.3
山东,54722,无棣,37.45,117.38,8,6.8
山东,54723,阳信,37.39,117.34,11.2,10.1
山东,54724,商河,37.19,117.08,15.9,14.8
山东,54725,惠民,37.30,117.32,12.9,11.7
山东,54726,乐陵,37.42,117.11,12.7,11.5
山东,54727,章丘,36.41,117.33,123,121.8
山东,54728,庆云,37.46,117.23,9.6,8.4
山东,54729,高青,37.10,117.52,12.5,11.5
山东,54734,滨州,37.21,118.00,13.4,12.2
山东,54736,东营,37.26,118.40,9.2,6.0
山东,54744,垦利,37.35,118.33,9.8,8.5
山东,54749,莱州,37.11,119.57,48.9,48.4
山东,54751,长岛,37.56,120.44,43.0,39.7
山东,54752,蓬莱,37.48,120.46,61.8,60.7
山东,54753,龙口,37.38,120.20,5.7,4.8
山东,54755,招远,37.20,120.23,118.7,117.8
山东,54759,栖霞,37.19,120.51,190.1,205.5
山东,54764,福山,37.29,121.14,55.2,53.9
山东,54765,烟台,37.29,121.26,83.0,82.0
山东,54776,成山头,37.24,122.42,46.4,47.7
山东,54777,文登,37.12,122.04,119.2,118.0
山东,54802,临清,36.49,115.44,34.9,34.0
山东,54806,聊城,36.25,115.58,34.3,33.0
山东,54807,阳谷,36.09,115.46,42.5,41.2
山东,54808,莘县,36.14,115.38,39.1,37.8
山东,54812,齐河,36.47,116.45,23.9,22.7
山东,54814,茌平,36.32,116.15,30.9,29.7
山东,54815,东阿,36.23,116.16,32.6,31.4
山东,54816,长清,36.31,116.48,100.1,98.9
山东,54818,平阴,36.15,116.25,81.0,79.9
山东,54819,肥城,36.11,116.48,114.9,113.6
山东,54821,济阳,37.00,117.12,21.6,20.4
山东,54822,邹平,36.52,117.44,48.6,47.4
山东,54823,济南,36.36,117.00,171.2,170.3
山东,54824,淄川,36.38,117.57,95.3,95.0
山东,54825,博山,36.31,117.51,190.9,189.7
山东,54826,泰山,36.15,117.06,1536.5,1533.7
山东,54827,泰安,36.10,117.09,129.8,128.6
山东,54828,莱芜,36.14,117.41,228.6,229.3
山东,54829,周村,36.46,117.52,86.7,85.7
山东,54830,淄博,36.49,117.56,35.3,34.4
山东,54831,青州,36.39,118.30,103.7,102.5
山东,54832,寿光,36.53,118.44,27.0,25.8
山东,54833,桓台,36.58,118.05,16.3,15.1
山东,54834,临淄,36.52,118.17,47.3,46.3
山东,54835,临朐,36.30,118.33,110.6,106.5
山东,54836,沂源,36.11,118.10,303.7,305.1
山东,54837,昌乐,36.41,118.50,80.0,78.8
山东,54841,昌邑,36.52,119.25,24.7,23.5
山东,54842,平度,36.47,120.00,63.3,62.2
山东,54843,潍坊,36.45,119.12,22.5,22.2
山东,54844,安丘,36.25,119.11,67.5,62.7
山东,54846,高密,36.23,119.44,52.7,51.5
山东,54848,诸城,35.59,119.25,81.8,82.6
山东,54849,胶州,36.13,120.02,83.9,84.4
山东,54851,莱西,36.54,120.34,77.8,76.9
山东,54852,莱阳,36.58,120.44,53.6,54.4
山东,54853,崂山,36.10,120.25,43.7,42.6
山东,54855,即墨,36.23,120.28,30.2,26.2
山东,54857,青岛,36.04,120.20,75.3,76.0
山东,54861,乳山,36.56,121.32,47.8,45.4
山东,54863,海阳,36.47,121.11,42.0,40.9
山东,54871,石岛,36.56,122.29,9.1,9.8
山东,54904,鄄城,35.35,115.31,51.5,50.1
山东,54905,郓城,35.35,115.56,47.4,46.2
山东,54906,菏泽,35.15,115.25,51.1,49.9
山东,54907,鱼台,34.59,116.39,35.4,34.3
山东,54908,东明,35.16,115.06,58.2,57.3
山东,54909,定陶,35.05,115.31,51.7,51.5
山东,54910,梁山,35.49,116.03,42.0,40.9
山东,54911,东平,35.56,116.24,44.2,44
山东,54912,汶上,35.46,116.30,42.9,41.8
山东,54913,宁阳,35.45,116.49,63.4,62.2
山东,54914,巨野,35.25,116.05,41.8,40.6
山东,54915,济宁,35.26,116.36,34.3,33.3
山东,54916,兖州,35.34,116.51,60.1,51.7
山东,54917,金乡,35.06,116.19,37.8,36.7
山东,54918,曲阜,35.36,116.58,63.4,62.3
山东,54919,邹城,35.23,116.59,89.7,88.7
山东,54920,泗水,35.39,117.17,111.5,110.4
山东,54921,嘉祥,35.25,116.20,39.6,38.1
山东,54922,新泰,35.53,117.47,225.2,224.0
山东,54923,蒙阴,35.43,117.56,203.4,202.2
山东,54925,平邑,35.31,117.38,168.4,167.2
山东,54927,滕州,35.06,117.12,76.1,74.9
山东,54929,费县,35.16,117.58,120.6,121.2
山东,54932,沂水,35.46,118.39,187.8,186.7
山东,54935,沂南,35.32,118.26,120.6,119.4
山东,54936,莒县,35.34,118.50,108.4,107.4
山东,54938,临沂,35.03,118.24,66.4,65.2
山东,54939,莒南,35.10,118.49,115.0,113.8
山东,54940,五莲,35.45,119.12,146.4,148.2
山东,54943,黄岛,35.53,120.00,11.9,10.4
山东,54945,日照,35.26,119.32,37.1,36.9
山东,58002,曹县,34.51,115.35,50.2,49.0
山东,58003,成武,34.57,115.53,46.6,45.4
山东,58011,单县,34.48,116.04,47.4,46.2
山东,58020,微山,34.48,117.08,36.2,35.1
山东,58021,薛城,34.47,117.17,81.7,80.5
山东,58022,峄城,34.45,117.34,49.5,48.3
山东,58024,枣庄,34.52,117.35,78.5,77.7
山东,58025,台儿庄,34.34,117.44,28.8,27.6
山东,58030,苍山,34.53,118.01,45.7,44.5
山东,58032,临沭,34.56,118.39,71.3,70.1
山西,53478,右玉,40.00,112.27,1346.7,1345.8
山西,53486,阳高,40.22,113.46,1051.2,1050.3
山西,53487,大同,40.05,113.25,1053.6,1052.6
山西,53488,大同县,40.02,113.35,1035.4,1034.3
山西,53490,天镇,40.26,114.03,1015.7,1014.7
山西,53564,河曲,39.23,111.09,862.5,861.5
山西,53565,偏关,39.26,111.30,1050.8,1051.7
山西,53573,左云,40.00,112.42,1337.7,1336.3
山西,53574,平鲁,39.31,112.16,1408.6,1409.4
山西,53575,神池,39.06,112.12,1526.2,1525.4
山西,53576,山阴,39.30,112.49,1045.9,1045.0
山西,53577,宁武,39.00,112.18,1438.7,1437.4
山西,53578,朔州,39.22,112.26,1115.7,1114.8
山西,53579,代县,39.01,112.54,860.6,859.7
山西,53582,浑源,39.43,113.40,1080.7,1079.2
山西,53584,应县,39.34,113.10,1001.9,1000.7
山西,53585,繁峙,39.10,113.16,935.2,933.9
山西,53588,五台山,38.57,113.31,2209.3,2208.3
山西,53590,广灵,39.45,114.16,979.4,977.8
山西,53594,灵丘,39.27,114.11,939.7,938.7
山西,53659,临县,37.58,111.00,1164.1,1163.3
山西,53660,保德,39.01,111.05,893.5,894.4
山西,53662,岢岚,38.43,111.35,1397.7,1396.7
山西,53663,五寨,38.55,111.49,1402.0,1401.0
